3849|promoting united states leadership in standards act of 2024|https://api.congress.gov/v3/bill/118/s/3849|['Commerce, Science, and Transportation Committee']|Science, Technology, Communications|S|118|0
4991|a bill to hold law enforcement accountable for misconduct in court, improve transparency through data collection, and reform police training and policies.|https://api.congress.gov/v3/bill/118/s/4991|['Judiciary Committee']||S|118|0
4487|small business artificial intelligence training and toolkit act of 2024|https://api.congress.gov/v3/bill/118/s/4487|['Commerce, Science, and Transportation Committee']||S|118|0
4394|nsf ai education act of 2024|https://api.congress.gov/v3/bill/118/s/4394|['Commerce, Science, and Transportation Committee']||S|118|0
4107|think differently transportation act|https://api.congress.gov/v3/bill/118/s/4107|['Commerce, Science, and Transportation Committee']|Transportation and Public Works|S|118|0
3959|transportation security screening modernization act|https://api.congress.gov/v3/bill/118/s/3959|['Commerce, Science, and Transportation Committee']|Transportation and Public Works|S|118|0
3943|anchor act|https://api.congress.gov/v3/bill/118/s/3943|['Commerce, Science, and Transportation Committee']|Science, Technology, Communications|S|118|0
3788|national landslide preparedness act reauthorization act of 2024|https://api.congress.gov/v3/bill/118/s/3788|['Commerce, Science, and Transportation Committee']|Emergency Management|S|118|0
